,nodeid,yr,mon,total_sales_volume,total_sales_price,pm_total_sales_volume,pm_total_sales_price,l3m_total_sales_volume,l3m_total_sales_price,l12m_total_sales_volume,l12m_total_sales_price,pm_numreviews,pm_avgrating,l3m_numreviews,l3m_avgrating,l12m_numreviews,l12m_avgrating,numreviews,avgrating
0,1002,2012.0,10.0,3,23.25,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1,1002,2012.0,11.0,77,762.57,3,23.25,3,23.25,3,23.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
2,1002,2012.0,12.0,100,1010.93,77,762.57,80,785.82,80,785.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
3,1002,2013.0,1.0,327,3343.79,100,1010.93,180,1796.75,180,1796.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
4,1002,2013.0,2.0,244,2639.78,327,3343.79,504,5117.29,507,5140.54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
5,1002,2013.0,3.0,211,2137.24,244,2639.78,671,6994.5,751,7780.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
6,1002,2013.0,4.0,129,1411.45,211,2137.24,782,8120.81,962,9917.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
7,1002,2013.0,5.0,156,1664.4,129,1411.45,584,6188.47,1091,11329.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
8,1002,2013.0,6.0,85,929.71,156,1664.4,496,5213.09,1247,12993.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
9,1002,2013.0,7.0,9,95.3,85,929.71,370,4005.56,1332,13923.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
10,1002,2013.0,8.0,12,53.65,9,95.3,250,2689.41,1341,14018.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
11,1002,2013.0,9.0,4,32.85,12,53.65,106,1078.66,1353,14072.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
12,1002,2013.0,10.0,14,19.71,4,32.85,25,181.8,1357,14104.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
13,1002,2013.0,11.0,0,0.0,14,19.71,30,106.21,1368,14101.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
14,1007,2011.0,10.0,5,38.75,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
15,1007,2011.0,11.0,240,1745.34,5,38.75,5,38.75,5,38.75,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
16,1007,2011.0,12.0,529,3680.25,240,1745.34,245,1784.09,245,1784.09,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
17,1007,2012.0,1.0,875,6147.58,529,3680.25,774,5464.34,774,5464.34,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
18,1007,2012.0,2.0,629,4528.72,875,6147.58,1644,11573.17,1649,11611.92,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
19,1007,2012.0,3.0,166,1149.13,629,4528.72,2033,14356.55,2278,16140.64,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
20,1007,2012.0,4.0,52,335.28,166,1149.13,1670,11825.43,2444,17289.77,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
21,1007,2012.0,5.0,40,252.29,52,335.28,847,6013.13,2496,17625.05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
22,1007,2012.0,6.0,43,307.0,40,252.29,258,1736.7,2536,17877.34,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
23,1007,2012.0,7.0,30,202.44,43,307.0,135,894.57,2579,18184.34,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
24,1007,2012.0,8.0,81,587.57,30,202.44,113,761.73,2609,18386.78,1.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0
25,1007,2012.0,9.0,35,247.04,81,587.57,154,1097.01,2690,18974.35,0.0,0.0,1.0,4.0,1.0,4.0,5.0,4.0
26,1007,2012.0,10.0,32,222.76,35,247.04,146,1037.05,2725,19221.39,0.0,0.0,1.0,4.0,1.0,4.0,5.0,4.0
27,1007,2012.0,11.0,0,0.0,32,222.76,148,1057.37,2752,19405.4,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0
28,1007,2014.0,10.0,98,2133.31,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
29,1007,2014.0,11.0,137,3296.95,98,2133.31,98,2133.31,98,2133.31,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
30,1007,2014.0,12.0,485,11739.99,137,3296.95,235,5430.26,235,5430.26,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
31,1007,2015.0,1.0,438,10483.44,485,11739.99,720,17170.25,720,17170.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
32,1007,2015.0,2.0,115,2675.21,438,10483.44,1060,25520.38,1158,27653.69,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
33,1007,2015.0,3.0,63,1541.25,115,2675.21,1038,24898.64,1273,30328.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
34,1007,2015.0,4.0,37,883.38,63,1541.25,616,14699.9,1336,31870.15,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
35,1007,2015.0,5.0,27,672.05,37,883.38,215,5099.84,1373,32753.53,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
36,1007,2015.0,6.0,19,409.96,27,672.05,127,3096.68,1400,33425.58,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
37,1007,2015.0,7.0,6,121.95,19,409.96,83,1965.39,1419,33835.54,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
38,1007,2015.0,8.0,1,25.95,6,121.95,52,1203.96,1425,33957.49,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
39,1007,2015.0,9.0,4,96.0,1,25.95,26,557.86,1426,33983.44,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
40,1007,2015.0,10.0,5,127.15,4,96.0,11,243.9,1430,34079.44,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
41,1007,2015.0,11.0,28,647.53,5,127.15,10,249.1,1337,32073.28,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
42,1007,2015.0,12.0,40,956.55,28,647.53,37,870.68,1228,29423.86,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
43,1007,2016.0,1.0,2,51.9,40,956.55,73,1731.23,783,18640.42,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
44,1007,2016.0,2.0,0,0.0,2,51.9,70,1655.98,347,8208.88,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
45,1007,2016.0,4.0,3,77.85,0,0.0,2,51.9,169,3992.42,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
46,1007,2016.0,5.0,3,75.25,3,77.85,3,77.85,135,3186.89,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
47,1007,2016.0,6.0,1,23.33,3,75.25,6,153.1,111,2590.09,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
48,1007,2016.0,7.0,0,0.0,1,23.33,7,176.43,93,2203.46,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
49,1007,2016.0,8.0,1,25.95,0,0.0,4,98.58,87,2081.51,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
50,1007,2016.0,9.0,0,0.0,1,25.95,2,49.28,87,2081.51,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
51,2963,2011.0,3.0,383,6088.18,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
52,2963,2011.0,4.0,313,5020.46,383,6088.18,383,6088.18,383,6088.18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
53,2963,2011.0,5.0,19,305.96,313,5020.46,696,11108.64,696,11108.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
54,2963,2011.0,6.0,5,80.57,19,305.96,715,11414.6,715,11414.6,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0
55,2963,2011.0,7.0,1,16.15,5,80.57,337,5406.99,720,11495.17,0.0,0.0,1.0,5.0,1.0,5.0,2.0,5.0
56,2963,2011.0,8.0,0,0.0,1,16.15,25,402.68,721,11511.32,0.0,0.0,1.0,5.0,1.0,5.0,2.0,5.0
57,2963,2011.0,9.0,1,16.15,0,0.0,6,96.72,721,11511.32,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
58,2963,2011.0,10.0,2,31.94,1,16.15,2,32.3,722,11527.47,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
59,2963,2011.0,11.0,5,80.75,2,31.94,3,48.09,724,11559.41,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
60,2963,2011.0,12.0,1,16.15,5,80.75,8,128.84,729,11640.16,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
61,2963,2012.0,1.0,2,33.92,1,16.15,8,128.84,730,11656.31,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
62,2963,2012.0,2.0,42,681.36,2,33.92,8,130.82,732,11690.23,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
63,2963,2012.0,3.0,408,6594.11,42,681.36,45,731.43,774,12371.59,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
64,2963,2012.0,4.0,32,462.68,408,6594.11,452,7309.39,799,12877.52,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
65,2963,2012.0,5.0,4,68.2,32,462.68,482,7738.15,518,8319.74,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0
66,2963,2012.0,6.0,7,112.87,4,68.2,444,7124.99,503,8081.98,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
67,2963,2012.0,7.0,2,34.1,7,112.87,43,643.75,505,8114.28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
68,2963,2012.0,8.0,8,128.66,2,34.1,13,215.17,506,8132.23,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
69,2963,2012.0,9.0,2,32.12,8,128.66,17,275.63,514,8260.89,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
70,2963,2012.0,10.0,1,16.15,2,32.12,12,194.88,515,8276.86,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
71,2963,2012.0,11.0,7,116.47,1,16.15,11,176.93,514,8261.07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
72,2963,2012.0,12.0,12,98.7,7,116.47,10,164.74,516,8296.79,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
73,2963,2013.0,1.0,3,42.12,12,98.7,20,231.32,527,8379.34,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
74,2963,2013.0,2.0,12,34.1,3,42.12,22,257.29,528,8387.54,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
75,2963,2013.0,3.0,56,878.76,12,34.1,27,174.92,498,7740.28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
76,2963,2013.0,4.0,15,234.74,56,878.76,71,954.98,146,2024.93,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
77,2963,2013.0,5.0,4,69.82,15,234.74,83,1147.6,129,1796.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
78,2963,2013.0,6.0,2,17.95,4,69.82,75,1183.32,129,1798.61,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
79,2963,2013.0,7.0,10,163.36,2,17.95,21,322.51,124,1703.69,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
