,nodeid,yr,mon,total_sales_volume,total_sales_price,pm_total_sales_volume,pm_total_sales_price,l3m_total_sales_volume,l3m_total_sales_price,l12m_total_sales_volume,l12m_total_sales_price,pm_numreviews,pm_avgrating,l3m_numreviews,l3m_avgrating,l12m_numreviews,l12m_avgrating,numreviews,avgrating
271,282838,2016.0,5.0,124,1383.4,192,2062.87,561,5951.65,1277,12112.07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.75
272,282838,2016.0,6.0,16,175.6,124,1383.4,571,6158.99,1401,13495.47,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.75
273,282838,2016.0,7.0,60,77.65,16,175.6,332,3621.87,1417,13671.07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.75
274,282838,2016.0,8.0,5,58.55,60,77.65,200,1636.65,1477,13748.72,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.75
275,282838,2016.0,9.0,2,22.7,5,58.55,81,311.8,1482,13807.27,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.75
276,282838,2016.0,10.0,0,0.0,2,22.7,67,158.9,1479,13772.62,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.75
277,8883838011,2011.0,9.0,7,103.75,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
278,8883838011,2011.0,10.0,245,1262.06,7,103.75,7,103.75,7,103.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
279,8883838011,2011.0,11.0,1587,660.15,245,1262.06,252,1365.81,252,1365.81,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
280,8883838011,2011.0,12.0,214,1701.69,1587,660.15,1839,2025.96,1839,2025.96,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
281,8883838011,2012.0,1.0,125,1713.77,214,1701.69,2046,3623.9,2053,3727.65,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
282,8883838011,2012.0,2.0,133,1966.15,125,1713.77,1926,4075.61,2178,5441.42,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
283,8883838011,2012.0,3.0,100,1415.15,133,1966.15,472,5381.61,2311,7407.57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
284,8883838011,2012.0,4.0,158,962.95,100,1415.15,358,5095.07,2411,8822.72,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
285,8883838011,2012.0,5.0,121,1017.61,158,962.95,391,4344.25,2569,9785.67,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
286,8883838011,2012.0,6.0,70,929.67,121,1017.61,379,3395.71,2690,10803.28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
287,8883838011,2012.0,7.0,81,1071.41,70,929.67,349,2910.23,2760,11732.95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
288,8883838011,2012.0,8.0,123,1492.4,81,1071.41,272,3018.69,2841,12804.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
289,8883838011,2012.0,9.0,89,1175.95,123,1492.4,274,3493.48,2964,14296.76,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
290,8883838011,2012.0,10.0,59,447.97,89,1175.95,293,3739.76,3046,15368.96,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
291,8883838011,2012.0,11.0,0,0.0,59,447.97,271,3116.32,2860,14554.87,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
292,8951153011,2010.0,10.0,3,75.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
293,8951153011,2010.0,11.0,127,2397.5,3,75.0,3,75.0,3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
294,8951153011,2010.0,12.0,77,1783.0,127,2397.5,130,2472.5,130,2472.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
295,8951153011,2011.0,1.0,97,1781.8,77,1783.0,207,4255.5,207,4255.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
296,8951153011,2011.0,2.0,144,2172.6,97,1781.8,301,5962.3,304,6037.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
297,8951153011,2011.0,3.0,215,3020.6,144,2172.6,318,5737.4,448,8209.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
298,8951153011,2011.0,4.0,105,1759.8,215,3020.6,456,6975.0,663,11230.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
299,8951153011,2011.0,5.0,45,581.4,105,1759.8,464,6953.0,768,12990.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
300,8951153011,2011.0,6.0,73,305.4,45,581.4,365,5361.8,813,13571.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
301,8951153011,2011.0,7.0,10,125.8,73,305.4,223,2646.6,886,13877.1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
302,8951153011,2011.0,8.0,5,83.8,10,125.8,128,1012.6,896,14002.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
303,8951153011,2011.0,9.0,13,143.8,5,83.8,88,515.0,901,14086.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
304,8951153011,2011.0,10.0,6,113.0,13,143.8,28,353.4,914,14230.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
305,8951153011,2011.0,11.0,37,678.2,6,113.0,24,340.6,917,14268.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
306,8951153011,2011.0,12.0,98,1745.2,37,678.2,56,935.0,827,12549.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
307,8951153011,2012.0,1.0,114,1921.6,98,1745.2,141,2536.4,848,12511.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
308,8951153011,2012.0,2.0,175,3113.4,114,1921.6,249,4345.0,865,12651.2,1.0,2.0,1.0,2.0,1.0,2.0,20.0,4.5
309,8951153011,2012.0,3.0,131,2385.6,175,3113.4,387,6780.2,896,13592.0,0.0,0.0,1.0,2.0,1.0,2.0,20.0,4.5
310,8951153011,2012.0,4.0,84,1502.8,131,2385.6,420,7420.6,812,12957.0,0.0,0.0,1.0,2.0,1.0,2.0,20.0,4.5
311,8951153011,2012.0,5.0,63,938.4,84,1502.8,390,7001.8,791,12700.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,4.5
312,8951153011,2012.0,6.0,74,1355.4,63,938.4,278,4826.8,809,13057.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,4.5
313,8951153011,2012.0,7.0,51,928.6,74,1355.4,221,3796.6,810,14107.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,4.5
314,8951153011,2012.0,8.0,120,2100.4,51,928.6,188,3222.4,851,14909.8,0.0,0.0,0.0,0.0,1.0,2.0,20.0,4.5
315,8951153011,2012.0,9.0,120,1878.6,120,2100.4,245,4384.4,966,16926.4,0.0,0.0,0.0,0.0,1.0,2.0,20.0,4.5
316,8951153011,2012.0,10.0,70,1278.4,120,1878.6,291,4907.6,1073,18661.2,0.0,0.0,0.0,0.0,1.0,2.0,20.0,4.5
317,8951153011,2012.0,11.0,116,2148.2,70,1278.4,310,5257.4,1137,19826.6,1.0,4.0,1.0,4.0,2.0,3.0,20.0,4.5
318,8951153011,2012.0,12.0,156,2616.8,116,2148.2,306,5305.2,1216,21296.6,1.0,5.0,2.0,4.5,3.0,3.67,20.0,4.5
319,8951153011,2013.0,1.0,39,679.4,156,2616.8,342,6043.4,1274,22168.2,1.0,4.0,3.0,4.33,4.0,3.75,20.0,4.5
320,8951153011,2013.0,2.0,16,225.2,39,679.4,311,5444.4,1199,20926.0,0.0,0.0,2.0,4.5,3.0,4.33,20.0,4.5
321,8951153011,2013.0,3.0,20,368.0,16,225.2,211,3521.4,1040,18037.8,1.0,4.0,2.0,4.0,4.0,4.25,20.0,4.5
322,8951153011,2013.0,4.0,50,901.8,20,368.0,75,1272.6,929,16020.2,1.0,4.0,2.0,4.0,5.0,4.2,20.0,4.5
323,8951153011,2013.0,5.0,52,900.2,50,901.8,86,1495.0,895,15419.2,0.0,0.0,2.0,4.0,5.0,4.2,20.0,4.5
324,8951153011,2013.0,6.0,24,439.3,52,900.2,122,2170.0,884,15381.0,1.0,5.0,2.0,4.5,6.0,4.33,20.0,4.5
325,8951153011,2013.0,7.0,55,916.0,24,439.3,126,2241.3,834,14464.9,1.0,5.0,2.0,5.0,7.0,4.43,20.0,4.5
326,8951153011,2013.0,8.0,109,1522.0,55,916.0,131,2255.5,838,14452.3,1.0,5.0,3.0,5.0,8.0,4.5,20.0,4.5
327,8951153011,2013.0,9.0,25,448.0,109,1522.0,188,2877.3,827,13873.9,0.0,0.0,2.0,5.0,8.0,4.5,20.0,4.5
328,8951153011,2013.0,10.0,33,616.0,25,448.0,189,2886.0,732,12443.3,3.0,5.0,4.0,5.0,11.0,4.64,20.0,4.5
329,8951153011,2013.0,11.0,94,1221.5,33,616.0,167,2586.0,695,11780.9,1.0,4.0,4.0,4.75,11.0,4.64,20.0,4.5
330,8951153011,2013.0,12.0,196,3419.5,94,1221.5,152,2285.5,673,10854.2,2.0,4.0,6.0,4.5,12.0,4.5,20.0,4.5
331,8951153011,2014.0,1.0,66,1027.25,196,3419.5,323,5257.0,713,11656.9,0.0,0.0,3.0,4.0,11.0,4.55,20.0,4.5
332,8951153011,2014.0,2.0,149,2504.0,66,1027.25,356,5668.25,740,12004.75,1.0,5.0,3.0,4.33,12.0,4.58,20.0,4.5
333,8951153011,2014.0,3.0,51,800.2,149,2504.0,411,6950.75,873,14283.55,0.0,0.0,1.0,5.0,11.0,4.64,20.0,4.5
334,8951153011,2014.0,4.0,34,631.5,51,800.2,266,4331.45,904,14715.75,0.0,0.0,1.0,5.0,10.0,4.7,20.0,4.5
335,8951153011,2014.0,5.0,56,1076.56,34,631.5,234,3935.7,888,14445.45,1.0,5.0,1.0,5.0,11.0,4.73,20.0,4.5
336,8951153011,2014.0,6.0,56,1082.64,56,1076.56,141,2508.26,892,14621.81,0.0,0.0,1.0,5.0,10.0,4.7,20.0,4.5
337,8951153011,2014.0,7.0,39,634.94,56,1082.64,146,2790.7,924,15265.15,0.0,0.0,1.0,5.0,9.0,4.67,20.0,4.5
338,8951153011,2014.0,8.0,28,525.57,39,634.94,151,2794.14,908,14984.09,0.0,0.0,0.0,0.0,8.0,4.63,20.0,4.5
339,8951153011,2014.0,9.0,29,562.41,28,525.57,123,2243.15,827,13987.66,0.0,0.0,0.0,0.0,8.0,4.63,20.0,4.5
340,8951153011,2014.0,10.0,20,359.03,29,562.41,96,1722.92,831,14102.07,0.0,0.0,0.0,0.0,5.0,4.4,20.0,4.5
341,8951153011,2014.0,11.0,86,1628.65,20,359.03,77,1447.01,818,13845.1,0.0,0.0,0.0,0.0,4.0,4.5,20.0,4.5
342,8951153011,2014.0,12.0,162,2960.24,86,1628.65,135,2550.09,810,14252.25,0.0,0.0,0.0,0.0,2.0,5.0,20.0,4.5
343,8951153011,2015.0,1.0,31,590.52,162,2960.24,268,4947.92,776,13792.99,0.0,0.0,0.0,0.0,2.0,5.0,20.0,4.5
344,8951153011,2015.0,2.0,6,92.0,31,590.52,279,5179.41,741,13356.26,0.0,0.0,0.0,0.0,1.0,5.0,20.0,4.5
345,8951153011,2015.0,3.0,9,166.0,6,92.0,199,3642.76,598,10944.26,0.0,0.0,0.0,0.0,1.0,5.0,20.0,4.5
346,8951153011,2015.0,4.0,0,0.0,9,166.0,46,848.52,556,10310.06,0.0,0.0,0.0,0.0,1.0,5.0,20.0,4.5
347,8951153011,2015.0,5.0,2,38.0,0,0.0,15,258.0,522,9678.56,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
348,8951153011,2015.0,6.0,0,0.0,2,38.0,11,204.0,468,8640.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.5
349,9432890011,2010.0,12.0,58,6000.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
350,9432890011,2011.0,1.0,109,11150.0,58,6000.0,58,6000.0,58,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
351,9432890011,2011.0,2.0,56,5933.75,109,11150.0,167,17150.0,167,17150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
352,9432890011,2011.0,3.0,23,2325.0,56,5933.75,223,23083.75,223,23083.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
353,9432890011,2011.0,4.0,41,4522.5,23,2325.0,188,19408.75,246,25408.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
354,9432890011,2011.0,5.0,16,1733.75,41,4522.5,120,12781.25,287,29931.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
355,9432890011,2011.0,6.0,7,625.0,16,1733.75,80,8581.25,303,31665.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
356,9432890011,2011.0,7.0,20,2025.0,7,625.0,64,6881.25,310,32290.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
357,9432890011,2011.0,8.0,7,772.5,20,2025.0,43,4383.75,330,34315.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
358,9432890011,2011.0,9.0,4,325.0,7,772.5,34,3422.5,337,35087.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
359,9432890011,2011.0,10.0,5,547.5,4,325.0,31,3122.5,341,35412.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
360,9432890011,2011.0,11.0,34,3558.75,5,547.5,16,1645.0,346,35960.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
361,9432890011,2011.0,12.0,25,2697.5,34,3558.75,43,4431.25,380,39518.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
362,9432890011,2012.0,1.0,27,2820.0,25,2697.5,64,6803.75,347,36216.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
363,9432890011,2012.0,2.0,36,3996.25,27,2820.0,86,9076.25,265,27886.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
364,9432890011,2012.0,3.0,42,4606.25,36,3996.25,88,9513.75,245,25948.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
365,9432890011,2012.0,4.0,51,5504.75,42,4606.25,105,11422.5,264,28230.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
366,9432890011,2012.0,5.0,21,2272.5,51,5504.75,129,14107.25,274,29212.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
367,9432890011,2012.0,6.0,28,2975.0,21,2272.5,114,12383.5,279,29751.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
368,9432890011,2012.0,7.0,12,1300.0,28,2975.0,100,10752.25,300,32101.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
369,9432890011,2012.0,8.0,43,4865.0,12,1300.0,61,6547.5,292,31376.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
370,9432890011,2012.0,9.0,14,1533.75,43,4865.0,83,9140.0,328,35468.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
371,9432890011,2012.0,10.0,7,825.0,14,1533.75,69,7698.75,338,36677.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
372,9432890011,2012.0,11.0,14,1618.75,7,825.0,64,7223.75,340,36954.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
373,9432890011,2012.0,12.0,7,822.5,14,1618.75,35,3977.5,320,35014.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
374,9432890011,2013.0,1.0,9,974.5,7,822.5,28,3266.25,302,33139.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
375,9432890011,2013.0,2.0,10,1045.0,9,974.5,30,3415.75,284,31294.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
376,9432890011,2013.0,3.0,16,625.9,10,1045.0,26,2842.0,258,28343.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
377,9432890011,2013.0,4.0,53,5469.2,16,625.9,35,2645.4,232,24362.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
378,9432890011,2013.0,5.0,55,3781.5,53,5469.2,79,7140.1,234,24327.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
379,9432890011,2013.0,6.0,12,1285.9,55,3781.5,124,9876.6,268,25836.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
380,9432890011,2013.0,7.0,42,3993.0,12,1285.9,120,10536.6,252,24147.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
381,9432890011,2013.0,8.0,25,2189.0,42,3993.0,109,9060.4,282,26840.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
382,9432890011,2013.0,9.0,38,649.0,25,2189.0,79,7467.9,264,24164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
383,9432890011,2013.0,10.0,6,636.0,38,649.0,105,6831.0,288,23279.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
384,9432890011,2013.0,11.0,7,698.0,6,636.0,69,3474.0,287,23090.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
385,9432890011,2013.0,12.0,16,1500.0,7,698.0,51,1983.0,280,22169.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
386,9432890011,2014.0,1.0,24,2290.0,16,1500.0,29,2834.0,289,22847.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
387,9432890011,2014.0,2.0,10,970.0,24,2290.0,47,4488.0,304,24162.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
388,9432890011,2014.0,3.0,9,680.0,10,970.0,50,4760.0,304,24087.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
389,9432890011,2014.0,4.0,12,1040.0,9,680.0,43,3940.0,297,24141.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
390,9432890011,2014.0,5.0,19,1830.0,12,1040.0,31,2690.0,256,19712.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
391,9432890011,2014.0,6.0,22,1657.14,19,1830.0,40,3550.0,220,17760.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
392,9432890011,2014.0,7.0,9,870.0,22,1657.14,53,4527.14,230,18132.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
393,9432890011,2014.0,8.0,9,750.0,9,870.0,50,4357.14,197,15009.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
394,9432890011,2014.0,9.0,14,1110.9,9,750.0,40,3277.14,181,13570.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
395,9432890011,2014.0,10.0,31,2843.04,14,1110.9,32,2730.9,157,14032.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
396,9432890011,2014.0,11.0,8,767.29,31,2843.04,54,4703.94,182,16239.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
397,9432890011,2014.0,12.0,9,563.25,8,767.29,53,4721.23,183,16308.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
398,9432890011,2015.0,1.0,13,1278.35,9,563.25,48,4173.58,176,15371.62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
399,9432890011,2015.0,2.0,3,280.0,13,1278.35,30,2608.89,165,14359.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
400,9432890011,2015.0,3.0,2,200.0,3,280.0,25,2121.6,158,13669.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
401,9432890011,2015.0,4.0,4,384.25,2,200.0,18,1758.35,151,13189.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
402,9432890011,2015.0,5.0,2,190.0,4,384.25,9,864.25,143,12534.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
403,9432890011,2015.0,6.0,6,560.0,2,190.0,8,774.25,126,10894.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
404,9432890011,2015.0,7.0,2,190.0,6,560.0,12,1134.25,110,9797.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
405,9432890011,2015.0,8.0,7,676.08,2,190.0,10,940.0,103,9117.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
406,9432890011,2015.0,9.0,4,390.0,7,676.08,15,1426.08,101,9043.16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
407,9432890011,2015.0,10.0,3,290.0,4,390.0,13,1256.08,91,8322.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
408,9432890011,2015.0,11.0,7,696.38,3,290.0,14,1356.08,63,5769.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
409,9432890011,2015.0,12.0,4,374.35,7,696.38,14,1376.38,62,5698.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
410,9432890011,2016.0,1.0,2,163.0,4,374.35,14,1360.73,57,5509.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
411,9432890011,2016.0,2.0,1,100.0,2,163.0,13,1233.73,46,4394.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
412,9432890011,2016.0,3.0,5,389.95,1,100.0,7,637.35,44,4214.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
413,9432890011,2016.0,4.0,7,680.0,5,389.95,8,652.95,47,4404.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
414,9432890011,2016.0,5.0,1,90.0,7,680.0,13,1169.95,50,4699.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
415,9432890011,2016.0,6.0,3,200.0,1,90.0,13,1159.95,49,4599.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
416,9432890011,2016.0,7.0,3,300.0,3,200.0,11,970.0,46,4239.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
417,9432890011,2016.0,8.0,1,100.0,3,300.0,7,590.0,47,4349.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
418,9432890011,2016.0,9.0,0,0.0,1,100.0,7,600.0,41,3773.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
419,9432902011,2010.0,10.0,78,730.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
420,9432902011,2010.0,11.0,2331,18707.4,78,730.0,78,730.0,78,730.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
421,9432902011,2010.0,12.0,3787,30434.96,2331,18707.4,2409,19437.4,2409,19437.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
422,9432902011,2011.0,1.0,4534,39188.1,3787,30434.96,6196,49872.36,6196,49872.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
423,9432902011,2011.0,2.0,501,3760.6,4534,39188.1,10652,88330.46,10730,89060.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
424,9432902011,2011.0,3.0,210,1639.8,501,3760.6,8822,73383.66,11231,92821.06,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
425,9432902011,2011.0,4.0,61,495.8,210,1639.8,5245,44588.5,11441,94460.86,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
426,9432902011,2011.0,5.0,35,218.9,61,495.8,772,5896.2,11502,94956.66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
427,9432902011,2011.0,6.0,23,85.8,35,218.9,306,2354.5,11537,95175.56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
428,9432902011,2011.0,7.0,7,110.0,23,85.8,119,800.5,11560,95261.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
429,9432902011,2011.0,8.0,7,131.2,7,110.0,65,414.7,11567,95371.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
430,9432902011,2011.0,9.0,4,73.1,7,131.2,37,327.0,11574,95502.56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
431,9432902011,2011.0,10.0,6,111.2,4,73.1,18,314.3,11578,95575.66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
432,9432902011,2011.0,11.0,17,227.4,6,111.2,17,315.5,11506,94956.86,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
433,9432902011,2011.0,12.0,30,578.8,17,227.4,27,411.7,9192,76476.86,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
434,9432902011,2012.0,1.0,16,307.6,30,578.8,53,917.4,5435,46620.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
435,9432902011,2012.0,2.0,0,0.0,16,307.6,63,1113.8,917,7740.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5
