,nodeid,mon,yr,total_sales_volume,total_sales_price,pm_total_sales_volume,pm_total_sales_price,l3m_total_sales_volume,l3m_total_sales_price,l12m_total_sales_volume,l12m_total_sales_price,numreviews_by_period,avgrating_by_period,numreviews,avgrating
329,377550011,11.0,2013.0,445,2054.47,11,148.0,21,296.0,21,296.0,0.0,0.0,3.0,4.67
330,377550011,11.0,2014.0,7,12.92,8,373.65,93,1200.4,2309,17886.73,0.0,0.0,3.0,4.67
331,377550011,12.0,2013.0,419,3045.47,445,2054.47,466,2350.47,466,2350.47,0.0,0.0,3.0,4.67
332,377550011,12.0,2014.0,0,0.0,7,12.92,28,527.07,1871,15845.18,0.0,0.0,3.0,4.67
333,377550011,1.0,2014.0,157,2044.53,419,3045.47,875,5247.94,885,5395.94,0.0,0.0,3.0,4.67
334,6133990011,2.0,2014.0,80,1349.79,130,1994.95,454,7023.42,475,7357.33,0.0,0.0,21.0,4.19
335,6133990011,3.0,2014.0,119,1419.66,80,1349.79,377,6204.47,555,8707.12,1.0,4.0,21.0,4.19
336,6133990011,4.0,2014.0,51,865.26,119,1419.66,329,4764.4,674,10126.78,1.0,5.0,21.0,4.19
337,6133990011,5.0,2014.0,92,1382.87,51,865.26,250,3634.71,725,10992.04,0.0,0.0,21.0,4.19
338,6133990011,6.0,2014.0,112,1839.96,92,1382.87,262,3667.79,817,12374.91,0.0,0.0,21.0,4.19
339,6133990011,7.0,2014.0,506,5137.68,112,1839.96,255,4088.09,929,14214.87,0.0,0.0,21.0,4.19
340,6133990011,7.0,2015.0,1,540.0,0,0.0,0,0.0,616,7638.16,0.0,0.0,21.0,4.19
341,6133990011,8.0,2014.0,71,1526.2,506,5137.68,710,8360.51,1435,19352.55,0.0,0.0,21.0,4.19
342,6133990011,8.0,2015.0,0,0.0,1,540.0,1,540.0,111,3040.48,0.0,0.0,21.0,4.19
343,6133990011,9.0,2013.0,11,183.06,0,0.0,0,0.0,0,0.0,0.0,0.0,21.0,4.19
344,6133990011,9.0,2014.0,12,156.45,71,1526.2,689,8503.84,1506,20878.75,0.0,0.0,21.0,4.19
345,6133990011,10.0,2013.0,10,150.85,11,183.06,11,183.06,11,183.06,0.0,0.0,21.0,4.19
346,6133990011,10.0,2014.0,16,730.92,12,156.45,589,6820.33,1507,20852.14,0.0,0.0,21.0,4.19
347,6133990011,11.0,2013.0,157,2168.74,10,150.85,21,333.91,21,333.91,0.0,0.0,21.0,4.19
348,6133990011,11.0,2014.0,11,86.91,16,730.92,99,2413.57,1513,21432.21,0.0,0.0,21.0,4.19
349,6133990011,12.0,2013.0,167,2859.73,157,2168.74,178,2502.65,178,2502.65,0.0,0.0,21.0,4.19
350,6133990011,12.0,2014.0,0,0.0,11,86.91,39,974.28,1367,19350.38,0.0,0.0,21.0,4.19
351,6133990011,1.0,2014.0,130,1994.95,167,2859.73,334,5179.32,345,5362.38,1.0,5.0,21.0,4.19
352,6343223011,6.0,2016.0,543,1353.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,5.0
353,6343223011,7.0,2016.0,293,727.5,543,1353.0,543,1353.0,543,1353.0,0.0,0.0,1.0,5.0
354,6343223011,8.0,2016.0,217,498.5,293,727.5,836,2080.5,836,2080.5,0.0,0.0,1.0,5.0
355,6343223011,9.0,2016.0,60,82.0,217,498.5,1053,2579.0,1053,2579.0,0.0,0.0,1.0,5.0
356,6343223011,10.0,2016.0,0,0.0,60,82.0,570,1308.0,1113,2661.0,0.0,0.0,1.0,5.0
357,7976022011,2.0,2016.0,9,295.37,8,268.21,141,3890.27,1284,35472.53,0.0,0.0,1.0,5.0
358,7976022011,3.0,2016.0,7,223.79,9,295.37,76,2440.8,1293,35767.9,0.0,0.0,1.0,5.0
359,7976022011,4.0,2015.0,10,312.5,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,5.0
360,7976022011,4.0,2016.0,6,196.91,7,223.79,24,787.37,1300,35991.69,0.0,0.0,1.0,5.0
361,7976022011,5.0,2015.0,35,1113.58,10,312.5,10,312.5,10,312.5,0.0,0.0,1.0,5.0
362,7976022011,5.0,2016.0,5,166.35,6,196.91,22,716.07,1296,35876.1,0.0,0.0,1.0,5.0
363,7976022011,6.0,2015.0,481,11296.35,35,1113.58,45,1426.08,45,1426.08,0.0,0.0,1.0,5.0
364,7976022011,6.0,2016.0,11,373.45,5,166.35,18,587.05,1266,34928.87,0.0,0.0,1.0,5.0
365,7976022011,7.0,2015.0,486,14686.33,481,11296.35,526,12722.43,526,12722.43,0.0,0.0,1.0,5.0
366,7976022011,7.0,2016.0,3,101.85,11,373.45,22,736.71,796,24005.97,0.0,0.0,1.0,5.0
367,7976022011,8.0,2015.0,87,2803.25,486,14686.33,1002,27096.26,1012,27408.76,0.0,0.0,1.0,5.0
368,7976022011,8.0,2016.0,6,196.9,3,101.85,19,641.65,313,9421.49,0.0,0.0,1.0,5.0
369,7976022011,9.0,2015.0,22,684.5,87,2803.25,1054,28785.93,1099,30212.01,0.0,0.0,1.0,5.0
370,7976022011,9.0,2016.0,2,67.9,6,196.9,20,672.2,232,6815.14,0.0,0.0,1.0,5.0
371,7976022011,10.0,2015.0,22,685.75,22,684.5,595,18174.08,1121,30896.51,0.0,0.0,1.0,5.0
372,7976022011,10.0,2016.0,0,0.0,2,67.9,11,366.65,212,6198.54,0.0,0.0,1.0,5.0
373,7976022011,11.0,2015.0,74,1744.84,22,685.75,131,4173.5,1143,31582.26,0.0,0.0,1.0,5.0
374,7976022011,12.0,2015.0,59,1877.22,74,1744.84,118,3115.09,1217,33327.1,0.0,0.0,1.0,5.0
375,7976022011,1.0,2016.0,8,268.21,59,1877.22,155,4307.81,1276,35204.32,0.0,0.0,1.0,5.0
376,8622832011,2.0,2011.0,14,2129.4,24,4120.65,109,18861.39,947,163070.14,0.0,0.0,1.0,5.0
377,8622832011,2.0,2012.0,2,350.0,5,869.2,26,4698.4,121,20649.45,0.0,0.0,1.0,5.0
378,8622832011,2.0,2013.0,10,1848.6,17,3155.1,70,12786.05,97,17615.1,0.0,0.0,1.0,5.0
379,8622832011,2.0,2014.0,3,526.5,3,565.5,24,4426.5,121,22200.75,0.0,0.0,1.0,5.0
380,8622832011,2.0,2015.0,1,195.0,1,195.0,20,3324.75,64,11271.0,0.0,0.0,1.0,5.0
381,8622832011,2.0,2016.0,4,741.0,1,175.5,8,1462.5,22,3978.0,0.0,0.0,1.0,5.0
382,8622832011,3.0,2010.0,54,9620.75,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,5.0
383,8622832011,3.0,2011.0,20,3106.3,14,2129.4,65,10705.04,961,165199.54,0.0,0.0,1.0,5.0
384,8622832011,3.0,2012.0,1,195.0,2,350.0,17,3049.2,109,18870.05,0.0,0.0,1.0,5.0
385,8622832011,3.0,2013.0,18,3305.25,10,1848.6,62,11347.05,105,19113.7,0.0,0.0,1.0,5.0
386,8622832011,3.0,2014.0,2,351.0,3,526.5,22,4036.5,114,20878.65,0.0,0.0,1.0,5.0
387,8622832011,3.0,2015.0,1,195.0,1,195.0,10,1784.25,62,10939.5,0.0,0.0,1.0,5.0
388,8622832011,3.0,2016.0,0,0.0,4,741.0,12,2203.5,25,4524.0,0.0,0.0,1.0,5.0
389,8622832011,4.0,2010.0,188,33615.75,54,9620.75,54,9620.75,54,9620.75,0.0,0.0,1.0,5.0
390,8622832011,4.0,2011.0,8,1435.65,20,3106.3,58,9356.35,927,158685.09,0.0,0.0,1.0,5.0
391,8622832011,4.0,2012.0,1,175.0,1,195.0,8,1414.2,90,15958.75,0.0,0.0,1.0,5.0
392,8622832011,4.0,2013.0,15,2761.2,18,3305.25,45,8308.95,122,22223.95,0.0,0.0,1.0,5.0
393,8622832011,4.0,2014.0,5,975.0,2,351.0,8,1443.0,98,17924.4,1.0,5.0,1.0,5.0
394,8622832011,4.0,2015.0,2,370.5,1,195.0,3,585.0,61,10783.5,0.0,0.0,1.0,5.0
395,8622832011,4.0,2016.0,1,195.0,0,0.0,5,916.5,24,4329.0,0.0,0.0,1.0,5.0
396,8622832011,5.0,2010.0,152,27140.75,188,33615.75,242,43236.5,242,43236.5,0.0,0.0,1.0,5.0
397,8622832011,5.0,2011.0,19,3399.2,8,1435.65,42,6671.35,747,126504.99,0.0,0.0,1.0,5.0
398,8622832011,5.0,2012.0,1,195.0,1,175.0,4,720.0,83,14698.1,0.0,0.0,1.0,5.0
399,8622832011,5.0,2013.0,15,2722.2,15,2761.2,43,7915.05,136,24810.15,0.0,0.0,1.0,5.0
400,8622832011,5.0,2014.0,7,1287.0,5,975.0,10,1852.5,88,16138.2,0.0,0.0,1.0,5.0
401,8622832011,5.0,2015.0,1,156.0,2,370.5,4,760.5,58,10179.0,0.0,0.0,1.0,5.0
402,8622832011,5.0,2016.0,2,390.0,1,195.0,5,936.0,23,4153.5,0.0,0.0,1.0,5.0
403,8622832011,6.0,2010.0,191,32330.75,152,27140.75,394,70377.25,394,70377.25,0.0,0.0,1.0,5.0
404,8622832011,6.0,2011.0,17,2875.65,19,3399.2,47,7941.15,614,102763.44,0.0,0.0,1.0,5.0
405,8622832011,6.0,2012.0,2,350.0,1,195.0,3,565.0,65,11493.9,0.0,0.0,1.0,5.0
406,8622832011,6.0,2013.0,14,2554.5,15,2722.2,48,8788.65,150,27337.35,0.0,0.0,1.0,5.0
407,8622832011,6.0,2014.0,2,390.0,7,1287.0,14,2613.0,80,14703.0,0.0,0.0,1.0,5.0
408,8622832011,6.0,2015.0,3,487.5,1,156.0,4,721.5,52,9048.0,0.0,0.0,1.0,5.0
409,8622832011,6.0,2016.0,3,546.0,2,390.0,3,585.0,24,4387.5,0.0,0.0,1.0,5.0
410,8622832011,7.0,2010.0,126,21175.0,191,32330.75,531,93087.25,585,102708.0,0.0,0.0,1.0,5.0
411,8622832011,7.0,2011.0,6,1045.65,17,2875.65,44,7710.5,440,73308.34,0.0,0.0,1.0,5.0
412,8622832011,7.0,2012.0,0,0.0,2,350.0,4,720.0,50,8968.25,0.0,0.0,1.0,5.0
413,8622832011,7.0,2013.0,12,2203.5,14,2554.5,44,8037.9,162,29541.85,0.0,0.0,1.0,5.0
414,8622832011,7.0,2014.0,2,370.5,2,390.0,14,2652.0,68,12538.5,0.0,0.0,1.0,5.0
415,8622832011,7.0,2015.0,2,331.5,3,487.5,6,1014.0,53,9145.5,0.0,0.0,1.0,5.0
416,8622832011,7.0,2016.0,1,175.5,3,546.0,6,1131.0,24,4446.0,0.0,0.0,1.0,5.0
417,8622832011,8.0,2010.0,54,8630.75,126,21175.0,469,80646.5,711,123883.0,0.0,0.0,1.0,5.0
418,8622832011,8.0,2011.0,8,1435.65,6,1045.65,42,7320.5,320,53178.99,0.0,0.0,1.0,5.0
419,8622832011,8.0,2012.0,2,347.1,0,0.0,3,545.0,44,7922.6,0.0,0.0,1.0,5.0
420,8622832011,8.0,2013.0,3,546.0,12,2203.5,41,7480.2,174,31745.35,0.0,0.0,1.0,5.0
421,8622832011,8.0,2014.0,2,390.0,2,370.5,11,2047.5,58,10705.5,0.0,0.0,1.0,5.0
422,8622832011,8.0,2015.0,3,585.0,2,331.5,6,975.0,53,9106.5,0.0,0.0,1.0,5.0
423,8622832011,8.0,2016.0,0,0.0,1,175.5,6,1111.5,23,4290.0,0.0,0.0,1.0,5.0
424,8622832011,9.0,2010.0,32,4670.0,54,8630.75,371,62136.5,765,132513.75,0.0,0.0,1.0,5.0
425,8622832011,9.0,2011.0,2,348.55,8,1435.65,31,5356.95,274,45983.89,0.0,0.0,1.0,5.0
426,8622832011,9.0,2012.0,3,542.1,2,347.1,4,697.1,38,6834.05,0.0,0.0,1.0,5.0
427,8622832011,9.0,2013.0,5,897.0,3,546.0,29,5304.0,175,31944.25,0.0,0.0,1.0,5.0
428,8622832011,9.0,2014.0,11,1989.0,2,390.0,6,1150.5,57,10549.5,0.0,0.0,1.0,5.0
429,8622832011,9.0,2015.0,1,195.0,3,585.0,8,1404.0,54,9301.5,0.0,0.0,1.0,5.0
430,8622832011,10.0,2010.0,41,7025.0,32,4670.0,212,34475.75,797,137183.75,0.0,0.0,1.0,5.0
431,8622832011,10.0,2011.0,1,175.0,2,348.55,16,2829.85,244,41662.44,0.0,0.0,1.0,5.0
432,8622832011,10.0,2012.0,15,2674.85,3,542.1,5,889.2,39,7027.6,0.0,0.0,1.0,5.0
433,8622832011,10.0,2013.0,5,936.0,5,897.0,20,3646.5,177,32299.15,0.0,0.0,1.0,5.0
434,8622832011,10.0,2014.0,10,1667.25,11,1989.0,15,2749.5,63,11641.5,0.0,0.0,1.0,5.0
435,8622832011,10.0,2015.0,0,0.0,1,195.0,6,1111.5,44,7507.5,0.0,0.0,1.0,5.0
436,8622832011,11.0,2010.0,58,10285.75,41,7025.0,127,20325.75,838,144208.75,0.0,0.0,1.0,5.0
437,8622832011,11.0,2011.0,11,1999.2,1,175.0,11,1959.2,204,34812.44,0.0,0.0,1.0,5.0
438,8622832011,11.0,2012.0,18,3287.6,15,2674.85,20,3564.05,53,9527.45,0.0,0.0,1.0,5.0
439,8622832011,11.0,2013.0,5,916.5,5,936.0,13,2379.0,167,30560.3,0.0,0.0,1.0,5.0
440,8622832011,11.0,2014.0,11,1735.5,10,1667.25,23,4046.25,68,12372.75,0.0,0.0,1.0,5.0
441,8622832011,12.0,2010.0,27,4454.99,58,10285.75,131,21980.75,896,154494.5,0.0,0.0,1.0,5.0
442,8622832011,12.0,2011.0,10,1830.0,11,1999.2,14,2522.75,157,26525.89,0.0,0.0,1.0,5.0
443,8622832011,12.0,2012.0,35,6343.35,18,3287.6,36,6504.55,60,10815.85,0.0,0.0,1.0,5.0
444,8622832011,12.0,2013.0,16,2944.5,5,916.5,15,2749.5,154,28189.2,0.0,0.0,1.0,5.0
445,8622832011,12.0,2014.0,8,1394.25,11,1735.5,32,5391.75,74,13191.75,0.0,0.0,1.0,5.0
446,8622832011,12.0,2015.0,7,1287.0,0,0.0,1,195.0,23,4104.75,0.0,0.0,1.0,5.0
447,8622832011,1.0,2011.0,24,4120.65,27,4454.99,126,21765.74,923,158949.49,0.0,0.0,1.0,5.0
448,8622832011,1.0,2012.0,5,869.2,10,1830.0,22,4004.2,140,23900.9,0.0,0.0,1.0,5.0
449,8622832011,1.0,2013.0,17,3155.1,35,6343.35,68,12305.8,85,15329.2,0.0,0.0,1.0,5.0
450,8622832011,1.0,2014.0,3,565.5,16,2944.5,26,4797.0,135,24790.35,0.0,0.0,1.0,5.0
451,8622832011,1.0,2015.0,1,195.0,8,1394.25,29,4797.0,66,11641.5,0.0,0.0,1.0,5.0
452,8622832011,1.0,2016.0,1,175.5,7,1287.0,7,1287.0,22,3997.5,0.0,0.0,1.0,5.0
453,10806600011,2.0,2015.0,20,353.45,7,59.85,171,1680.04,1418,20972.74,0.0,0.0,3.0,4.33
454,10806600011,2.0,2016.0,12,818.55,4,75.45,85,2613.83,146,4918.19,0.0,0.0,3.0,4.33
455,10806600011,3.0,2014.0,4,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,4.33
456,10806600011,3.0,2015.0,1,17.95,20,353.45,69,1129.67,1438,21326.19,0.0,0.0,3.0,4.33
457,10806600011,3.0,2016.0,47,861.32,12,818.55,58,2719.48,138,5383.29,0.0,0.0,3.0,4.33
458,10806600011,4.0,2014.0,124,1671.03,4,0.0,4,0.0,4,0.0,0.0,0.0,3.0,4.33
459,10806600011,4.0,2015.0,5,96.1,1,17.95,28,431.25,1435,21344.14,0.0,0.0,3.0,4.33
460,10806600011,4.0,2016.0,56,1654.25,47,861.32,63,1755.32,184,6226.66,0.0,0.0,3.0,4.33
461,10806600011,5.0,2014.0,224,4065.69,124,1671.03,128,1671.03,128,1671.03,0.0,0.0,3.0,4.33
462,10806600011,5.0,2015.0,5,95.75,5,96.1,26,467.5,1316,19769.21,0.0,0.0,3.0,4.33
463,10806600011,5.0,2016.0,36,662.2,56,1654.25,115,3334.12,235,7784.81,0.0,0.0,3.0,4.33
464,10806600011,6.0,2014.0,334,5332.05,224,4065.69,352,5736.72,352,5736.72,0.0,0.0,3.0,4.33
465,10806600011,6.0,2015.0,10,182.5,5,95.75,11,209.8,1097,15799.27,0.0,0.0,3.0,4.33
466,10806600011,6.0,2016.0,14,255.31,36,662.2,139,3177.77,266,8351.26,0.0,0.0,3.0,4.33
467,10806600011,7.0,2014.0,185,2675.0,334,5332.05,682,11068.77,686,11068.77,0.0,0.0,3.0,4.33
468,10806600011,7.0,2015.0,1,8.34,10,182.5,20,374.35,773,10649.72,0.0,0.0,3.0,4.33
469,10806600011,7.0,2016.0,9,113.7,14,255.31,106,2571.76,270,8424.07,0.0,0.0,3.0,4.33
470,10806600011,8.0,2014.0,154,1728.56,185,2675.0,743,12072.74,871,13743.77,0.0,0.0,3.0,4.33
471,10806600011,8.0,2015.0,11,210.95,1,8.34,16,286.59,589,7983.06,0.0,0.0,3.0,4.33
472,10806600011,8.0,2016.0,3,57.85,9,113.7,59,1031.21,278,8529.43,0.0,0.0,3.0,4.33
473,10806600011,9.0,2014.0,101,1791.31,154,1728.56,673,9735.61,1025,15472.33,0.0,0.0,3.0,4.33
474,10806600011,9.0,2015.0,5,720.92,11,210.95,22,401.79,446,6465.45,0.0,0.0,3.0,4.33
475,10806600011,9.0,2016.0,3,53.85,3,57.85,26,426.86,270,8376.33,0.0,0.0,3.0,4.33
476,10806600011,10.0,2014.0,121,2029.06,101,1791.31,440,6194.87,1126,17263.64,0.0,0.0,3.0,4.33
477,10806600011,10.0,2015.0,3,618.4,5,720.92,17,940.21,350,5395.06,0.0,0.0,3.0,4.33
478,10806600011,10.0,2016.0,0,0.0,3,53.85,15,225.4,268,7709.26,0.0,0.0,3.0,4.33
479,10806600011,11.0,2014.0,122,903.82,121,2029.06,376,5548.93,1247,19292.7,0.0,0.0,3.0,4.33
480,10806600011,11.0,2015.0,39,712.9,3,618.4,19,1550.27,232,3984.4,0.0,0.0,3.0,4.33
481,10806600011,12.0,2014.0,42,716.37,122,903.82,344,4724.19,1369,20196.52,0.0,0.0,3.0,4.33
482,10806600011,12.0,2015.0,42,1825.48,39,712.9,47,2052.22,149,3793.48,0.0,0.0,3.0,4.33
483,10806600011,1.0,2015.0,7,59.85,42,716.37,285,3649.25,1411,20912.89,0.0,0.0,3.0,4.33
484,10806600011,1.0,2016.0,4,75.45,42,1825.48,84,3156.78,149,4902.59,0.0,0.0,3.0,4.33
